Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,73.96,,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,"1,351.44",,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,107.72,,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,26593470,"3,375.96",,HT000040336,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"3,920.00",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"138,857.00",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"5,657.64",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"3,147.13",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"6,375.00",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"7,578.33",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,26593525,"14,602.38",,HT000040372,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,26372390,"543,154.00",GB426505170 1,ENHCCGPINMAR19,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,26638485,"153,879.28",GB426505170 1,ENHCCGPININVFINNOV18,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,26638486,"-42,182.27",GB426505170 1,ENHCCGPINCRFINDEC18,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593472,"-1,552.98",,HT000040337,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593472,-176.48,,HT000040337,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593472,"-1,539.75",,HT000040337,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593472,"-11,708.62",,HT000040337,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593472,"-13,211.79",,HT000040337,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593474,"2,940.00",,HT000040338,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593474,"3,859.17",,HT000040338,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593474,"95,895.04",,HT000040338,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593474,"2,266.93",,HT000040338,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,26593474,"8,659.43",,HT000040338,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,26593477,"102,440.28",,HT000040340,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,26593477,"1,484.31",,HT000040340,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,26593477,"4,357.24",,HT000040340,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,26593477,"5,583.33",,HT000040340,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,26593477,"6,799.92",,HT000040340,,
Department of Health,NHS East & North Hertfordshire CCG,28/02/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,26186321,"5,276,927.47",654964985,BL181202,,paid Mar inv Mar
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,26593483,"63,467.01",,HT000040344,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,26593483,"2,955.58",,HT000040344,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,26593483,"4,745.83",,HT000040344,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,26593483,198.05,,HT000040344,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,26593483,"6,026.12",,HT000040344,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,26593483,257.89,,HT000040344,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,26345298,"250,000.00",,ENHERTS0319PF,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593478,"-1,408.00",,HT000040341,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593478,-160,,HT000040341,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593478,-24.68,,HT000040341,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593478,"-1,839.67",,HT000040341,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593478,"-12,992.96",,HT000040341,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593478,"-12,278.69",,HT000040341,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,"1,120.00",,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,"88,341.57",,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,42.58,,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,"7,006.08",,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,"4,088.56",,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,"10,207.19",,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,395.99,,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,26593480,842.43,,HT000040342,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,26239033,"759,093.00",426505170,ENHCCGMAR2019RIVERS,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,26638613,"83,939.44",426505170,ENHCCGRIVINVFINNOV18,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,26287486,"84,210.92",654968091,S005465,,
Department of Health,NHS East & North Hertfordshire CCG,28/02/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,26199512,"2,169,055.00",654946987,I0170727,,paid Mar inv Mar
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,26550903,"198,072.00",654946987,I0162756,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,26550922,"173,716.00",654946987,I0163601,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,26552113,"-151,969.00",654946987,C0021027,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,26244620,"222,691.00",654947494,B0039327,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,26244593,"-77,147.19",GB654935994,57795210,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,26244628,"120,868.00",GB654935994,57795567,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,26593486,"1,260.00",,HT000040346,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,26593486,"54,543.81",,HT000040346,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,26593486,"3,963.06",,HT000040346,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,26593486,"9,966.67",,HT000040346,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,26593486,"5,611.83",,HT000040346,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,26593489,"61,420.72",,HT000040348,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,26593489,"1,544.44",,HT000040348,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,26593489,"5,631.00",,HT000040348,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,26593489,"4,162.63",,HT000040348,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,26593489,"4,208.34",,HT000040348,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,26593489,"6,106.36",,HT000040348,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Computer Software/License,SERVICE TRANSFORMATION PROJECTS - (A),SOFTWARE BOX LTD,26233209,"75,959.40",734245248,INV0101357,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"2,520.00",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"122,193.92",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"3,097.73",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"3,756.67",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"19,805.15",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,91.42,,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"14,738.54",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"1,892.97",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,182.85,,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"2,145.18",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH STREET SURGERY,26593522,"1,777.09",,HT000040370,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,26394805,"124,407.00",915970991,06KHPNPF181912,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,26356379,"83,041.29",,HT000040250,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,26356379,655.42,,HT000040250,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SPRING HOUSE MEDICAL CENTRE,26356379,"3,162.50",,HT000040250,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,26484274,"1,193.03",GB654461922,6450465,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,26484274,"25,299.39",GB654461922,6450465,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,26593499,"40,745.69",,HT000040354,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,26593499,324.12,,HT000040354,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,26593499,973.19,,HT000040354,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,26593499,"4,383.33",,HT000040354,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANHOPE SURGERY,26593499,"3,727.31",,HT000040354,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593500,"-3,905.44",,HT000040355,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593500,-443.8,,HT000040355,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593500,"-1,139.54",,HT000040355,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593500,"-15,036.95",,HT000040355,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593500,"-15,302.69",,HT000040355,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,"5,600.00",,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,"227,451.12",,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,936.24,,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,"4,404.06",,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,"43,637.50",,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,"2,441.67",,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STANMORE MEDICAL GROUP,26593501,"22,249.47",,HT000040356,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-APMS LES Extended Hours,GP FORWARD VIEW,STEVENAGE HEALTH LTD,26244603,"29,184.57",,SHLEASERVICEFEB2019,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Clinical&Medical-Clinical Other,GP FORWARD VIEW,STEVENAGE HEALTH LTD,26667901,"29,184.57",,SHLEASERVICEMAR19,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,26593496,"70,679.80",,HT000040352,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,26593496,646.73,,HT000040352,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,26593496,"3,582.26",,HT000040352,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,26593496,"9,583.33",,HT000040352,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,STOCKWELL LODGE MEDICAL CENTRE,26593496,"6,781.23",,HT000040352,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26593493,"4,340.00",,HT000040350,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26593493,"86,291.69",,HT000040350,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26593493,534.09,,HT000040350,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26593493,"5,633.63",,HT000040350,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26593493,234.64,,HT000040350,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26593493,"9,729.83",,HT000040350,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SURGERY ASTONIA HOUSE,26616170,"44,992.68",,HT000040640,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,SURGERY ASTONIA HOUSE,26616170,"8,845.23",,HT000040640,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,26593504,"30,290.73",,HT000040358,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,26593504,137.57,,HT000040358,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,26593504,"1,349.13",,HT000040358,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,26593504,"9,375.00",,HT000040358,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SYMONDS GREEN HEALTH CENTRE,26593504,"2,799.76",,HT000040358,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Netwrkd assets(Owned)-Cost-Addns,BALANCE SHEET,TRUSTMARQUE SOLUTIONS LTD,26643498,"272,728.44",618 184140,2282586,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,26239036,"614,646.00",654948687,5010194079,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Telecoms-Data lines,ADHOC BUSINESS,VIRGIN MEDIA BUSINESS LTD,26272077,"28,000.00",591819014,932023073A,,
