Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33333069,"29,735.29",ME - GMS GP Prior Year ERs,HT000049328
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,33333069,"27,915.60",ME-GMS GP Prior Year EEs,HT000049328
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33333071,"2,101.92",C&M-GMS DES Minor Surgery,HT000049330
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33333071,"71,872.68",C&M-GMS Global Sum,HT000049330
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33333071,"1,028.80",C&M-GMS Other FDR Payment,HT000049330
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33333071,"2,850.00",C&M-GMS PCO Locum Adop/Pat/Mat,HT000049330
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,33333071,788.08,C&M-GMS QOF Aspiration,HT000049330
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33333073,"37,724.15",C&M-GMS Global Sum,HT000049332
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33333073,53.97,C&M-GMS Prem Healthcentre Rent,HT000049332
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33333073,348.49,C&M-GMS Prem Notional Rent,HT000049332
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,33353029,"-46,947.71",C&M-GMS Cost of Drugs -Dispensing,HT000049496
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33353029,"-2,992.05",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000049496
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,33353030,"113,489.51",C&M-GMS Cost of Drugs -Dispensing,HT000049497
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,33353030,"12,834.01",C&M-GMS Prof Fees Dispensing,HT000049497
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,33353030,"2,992.05",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049497
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,33103940,"275,169.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082028
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),33103942,"27,528.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082029
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33333067,"23,687.83",C&M-GMS Global Sum,HT000049326
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33333067,"12,045.65",ME - GMS GP Prior Year ERs,HT000049326
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33333067,240.7,ME-GMS GP Pension EEs,HT000049326
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33333067,248.29,ME-GMS GP Pension ERs Adjustments,HT000049326
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33333067,"11,308.50",ME-GMS GP Prior Year EEs,HT000049326
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,33353027,"33,934.80",C&M-GMS Cost of Drugs -Dispensing,HT000049494
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,33353027,"6,505.44",C&M-GMS Prof Fees Dispensing,HT000049494
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,33353027,"1,582.95",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049494
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,legal fees,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,WILSONS SOLICITORS LLP,33033375,"35,840.00",legal fees,B26940003
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33333075,861.22,C&M-GMS DES Minor Surgery,HT000049334
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33333075,"69,351.36",C&M-GMS Global Sum,HT000049334
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33333075,185.5,C&M-GMS Prem Water Rates,HT000049334
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,33333075,187.15,C&M-GMS QOF Aspiration,HT000049334
,,,,,,,,,
,,,,,,,"58,484,985.62",,
